Incident Number,Initial Call Type,Final Call Type,Responding Agency,Primary Responding Unit,Call Creation Time,First Dispatched Time,First Arrival Time,Clear Time,Priority,Call Creation Mechanism
15043431,CARDAR,DECEASED SUBJECT,SPD ,3S12  ,32:35.0,33:22.0,35:53.0,45:44.0,3,E911 
15043435,FOLUP ,FOLLOW UP,SPD ,3S18  ,44:27.0,44:27.0,44:27.0,38:14.0,5,SELF 
15043459,VIORST,VIOLATION OF RESTRAINING ORDER,SPD ,1S22  ,53:43.0,14:07.0,30:44.0,43:28.0,3,W911 
15043461,DSPUT ,MINOR IN POSSESSION,SPD ,1S12  ,58:31.0,08:55.0,12:20.0,37:27.0,4,PHONE
15043471,ALMAUD,AUDIBLE ALARM,SPD ,3S21  ,19:39.0,30:54.0,33:10.0,48:44.0,3,PHONE
15043473,ALMAUD,AUDIBLE ALARM,SPD ,      ,24:20.0,NULL,NULL,NULL,3,PHONE
15043491,DSRDSU,DISORDERLY SUBJECT,SPD ,1S18  ,20:14.0,22:04.0,25:42.0,07:12.0,3,E911 
15043513,TRFSTP,TRAFFIC STOP,SPD ,1S21  ,10:33.0,10:33.0,10:33.0,16:34.0,6,SELF 
15043517,TRFSTP,TRAFFIC STOP,SPD ,1S12  ,23:28.0,23:28.0,23:28.0,30:27.0,6,SELF 
15043520,TRFSTP,TRAFFIC STOP,SPD ,1S12  ,00:03.0,00:03.0,00:03.0,17:40.0,6,SELF 
15043528,TRFSTP,WARRANT SERVICE,SPD ,1S21  ,29:37.0,29:37.0,29:37.0,55:43.0,4,SELF 
15043535,TRFSTP,DWS,SPD ,1S12  ,15:42.0,15:42.0,15:42.0,29:45.0,4,SELF 
15043542,TRFSTP,NO VALID DL,SPD ,1S21  ,55:56.0,55:56.0,55:56.0,07:59.0,6,SELF 
15043547,TRFSTP,NO VALID DL,SPD ,1S12  ,39:31.0,39:31.0,39:31.0,50:35.0, ,SELF 
15043550,TRFSTP,TRAFFIC STOP,SPD ,1S21  ,51:57.0,51:58.0,51:58.0,54:15.0,6,SELF 
15043554,TRFSTP,DWS,SPD ,1S12  ,59:21.0,59:21.0,59:21.0,13:28.0,4,SELF 
15043561,TRFSTP,TRAFFIC STOP,SPD ,1S12  ,22:28.0,22:28.0,22:28.0,35:07.0,6,SELF 
15043582,TRFSTP,TRAFFIC STOP,SPD ,1S12  ,25:58.0,25:58.0,25:58.0,44:32.0,6,SELF 
15043588,DSPUT ,POLICE OFFICER HOLD,SPD ,2S11  ,40:38.0,46:05.0,50:27.0,39:16.0,4,PHONE
15043596,THFTVE,BURGLARY,SPD ,5C2   ,48:44.0,56:03.0,03:39.0,36:09.0,4,PHONE
15043609,TRFSTP,TRAFFIC STOP,SPD ,2M2   ,13:37.0,13:38.0,13:38.0,19:33.0,6,SELF 
15043614,ALMAUD,AUDIBLE ALARM,SPD ,2S11  ,22:30.0,08:52.0,13:11.0,22:52.0,4,PHONE
15043650,ASLT  ,ASSAULT,SPD ,2S21  ,51:39.0,16:36.0,24:19.0,55:11.0,4,PHONE
15043677,TRSPS ,CRIMINAL TRESPASS,SPD ,2S11  ,32:14.0,05:57.0,10:43.0,12:55.0,4,PHONE
15043691,MIP   ,MINOR IN POSSESSION,SPD ,SP357 ,50:03.0,50:03.0,03:07.0,56:09.0,4,SELF 
15043702,ABANVE,ABANDONED VEHICLE,SPD ,5C4   ,06:11.0,06:12.0,06:12.0,13:09.0,5,SELF 
15043704,HR    ,HIT AND RUN,SPD ,5C4   ,07:06.0,14:18.0,24:09.0,45:30.0,8,PHONE
15043744,TRFSTP,TRAFFIC STOP,SPD ,2M2   ,58:25.0,58:25.0,58:25.0,03:50.0,6,SELF 
15043769,ABANVE,ABANDONED VEHICLE,SPD ,5C4   ,38:55.0,38:55.0,38:55.0,46:40.0,5,SELF 
15043794,ALMHOL,ALARM HOLD UP,SPD ,2S12  ,13:16.0,14:18.0,18:44.0,32:35.0,2,PHONE
15043797,DSPTFM,ASSAULT,SPD ,2S22  ,15:52.0,26:35.0,35:00.0,37:43.0,3,E911 
15043813,ABANVE,ABANDONED VEHICLE,SPD ,5C4   ,40:58.0,40:58.0,40:58.0,54:47.0,5,SELF 
15043840,DEADAN,DEAD ANIMAL,SPD ,      ,09:58.0,NULL,NULL,NULL,5,PHONE
15043856,ASTOUT,WARRANT SERVICE,SPD ,2S12  ,27:09.0,27:09.0,27:09.0,16:26.0,4,SELF 
15043864,ABANVE,ABANDONED VEHICLE,SPD ,5C4   ,41:37.0,41:37.0,41:37.0,50:26.0,5,SELF 
15043891,ANICRU,ANIMAL CRUELTY,SPD ,5C1   ,12:15.0,14:00.0,20:57.0,29:02.0,3,PHONE
15043906,INFOPD,INFORMATION - POLICE,SPD ,      ,23:38.0,NULL,NULL,NULL,5,E911 
15043944,3050,SHOPLIFT 3050 PROGRAM,SPD ,3S11  ,07:17.0,14:11.0,18:35.0,27:12.0,3,PHONE
15043958,MVAUNK,MOTOR VEH ACC UNKNOWN INJ,SPD ,2M2   ,23:45.0,25:30.0,32:06.0,16:20.0,3,W911 
15043960,PRKVIO,PARKING VIOLATION,SPD ,5C6   ,27:54.0,06:09.0,13:17.0,17:41.0,8,PHONE
15043961,REKDRI,RECKLESS DRIVING,SPD ,      ,28:43.0,28:43.0,NULL,NULL,3,PHONE
15163599,REKEND,RECKLESS ENDANGERING,SPD ,3S21  ,13:18.0,16:19.0,19:03.0,40:42.0,3,E911 
15163680,ACVEPD,VEHICLE/PEDESTRIAN CRASH,SPD ,3S21  ,56:24.0,57:48.0,00:22.0,27:27.0,3,W911 
15163782,ILGLFR,ILLEGAL FIREWORKS,SPD ,      ,13:23.0,NULL,NULL,NULL,5,E911 
15163818,PTRLCK,PATROL CHECK,SPD ,1S21  ,17:31.0,17:31.0,17:31.0,23:35.0,4,SELF 
15163839,TRFSTP,TRAFFIC STOP,SPD ,1S18  ,52:48.0,52:49.0,52:49.0,02:39.0,6,SELF 
15163844,PERSTP,PERSON STOP,SPD ,1S21  ,04:24.0,04:24.0,04:24.0,15:19.0,6,SELF 
15163876,LOUDNO,LOUD NOISE,SPD ,1S21  ,16:23.0,18:55.0,20:44.0,35:21.0,5,PHONE
15163882,TRFSTP,TRAFFIC STOP,SPD ,1S22  ,34:11.0,34:11.0,34:11.0,37:22.0,6,SELF 
15163910,TRFSTP,TRAFFIC STOP,SPD ,1S11  ,32:17.0,32:18.0,32:18.0,41:15.0,6,SELF 
15163923,TRFSTP,TRAFFIC STOP,SPD ,1S21  ,23:06.0,23:06.0,23:06.0,25:38.0,6,SELF 
15163928,DSPUT ,DISPUTE,SPD ,1S12  ,45:00.0,46:07.0,51:09.0,01:25.0,3,W911 
15163965,LOUDNO,LOUD CONSTRUCTION,SPD ,2S12  ,05:05.0,10:31.0,13:34.0,16:50.0,5,PHONE
15163998,TRSPS ,CRIMINAL TRESPASS,SPD ,2S12  ,40:18.0,01:26.0,04:54.0,26:47.0,3,PHONE
15164005,DOGAL ,DOG AT LARGE,SPD ,5C1   ,52:47.0,56:38.0,12:02.0,29:00.0,4,PHONE
15164031,SUSPSU,SUSPICIOUS SUBJECT,SPD ,2S11  ,31:21.0,51:07.0,00:07.0,04:44.0,3,PHONE
15164038,CHKWLF,ASSIST PUBLIC- POLICE,SPD ,      ,38:01.0,NULL,NULL,NULL,4,PHONE
15164042,DSPUT ,DISPUTE,SPD ,2S21  ,40:38.0,42:29.0,48:23.0,04:28.0,3,PHONE
15164089,ANICRU,ANIMAL CRUELTY,SPD ,5C1   ,40:30.0,42:46.0,50:34.0,58:00.0,3,W911 
15164221,TRFSTP,DWS,SPD ,2M3   ,45:44.0,45:44.0,45:44.0,57:42.0,4,SELF 
15164275,HR    ,HIT AND RUN,SPD ,      ,47:08.0,NULL,NULL,NULL,9,PHONE
15164315,HR    ,HIT AND RUN,SPD ,      ,29:47.0,NULL,NULL,NULL,8,PHONE
15164320,ALMAUD,AUDIBLE ALARM,SPD ,2S11  ,32:26.0,25:07.0,NULL,27:17.0,4,PHONE
15164364,DSPUT ,DISPUTE,SPD ,      ,15:54.0,NULL,NULL,NULL,3,W911 
15164387,REKDRI,RECKLESS DRIVING,SPD ,      ,49:35.0,NULL,NULL,NULL,3,W911 
15164447,PRKVIO,PARKING VIOLATION,SPD ,3S12  ,55:12.0,55:12.0,55:12.0,55:16.0,5,SELF 
15164462,TRFSTP,DWS,SPD ,3S11  ,17:38.0,17:38.0,17:38.0,47:07.0,4,SELF 
15164472,TRFSTP,NO VALID DL,SPD ,3S13  ,37:33.0,37:34.0,37:34.0,50:55.0,6,SELF 
15164565,TRSPS ,CRIMINAL TRESPASS,SPD ,K97   ,22:40.0,24:31.0,32:16.0,41:11.0,3,PHONE
15164580,MVAUNK,MOTOR VEH ACC UNKNOWN INJ,SPD ,      ,41:57.0,NULL,NULL,NULL,3,E911 
15164718,TRFSTP,TRAFFIC STOP,SPD ,3S22  ,54:53.0,54:53.0,54:53.0,57:30.0,6,SELF 
15164739,HARAS ,HARASSMENT,SPD ,      ,37:19.0,NULL,NULL,NULL,4,PHONE
15164796,TRFSTP,NO VALID DL,SPD ,1S21  ,08:37.0,08:38.0,08:38.0,36:02.0,6,SELF 
15164817,ALMSIL,ALARM SILENT,SPD ,1S11  ,05:48.0,07:30.0,NULL,15:17.0,3,PHONE
15164820,TRFSTP,TRAFFIC STOP,SPD ,1S11  ,37:07.0,37:07.0,37:07.0,46:39.0,6,SELF 
15164832,SUSPSU,CHECK WELFARE,SPD ,1S22  ,42:16.0,54:52.0,59:12.0,06:10.0,4,PHONE
15164867,CHKWLF,CHECK WELFARE,SPD ,2S11  ,37:48.0,42:07.0,43:46.0,54:46.0,4,PHONE
15164880,PERSTP,PERSON STOP,SPD ,2S22  ,55:37.0,55:37.0,55:37.0,05:09.0,6,SELF 
15164882,ALMAUD,AUDIBLE ALARM,SPD ,2S12  ,56:24.0,01:01.0,01:02.0,07:06.0,3,PHONE
15164942,CHKWLF,CHECK WELFARE,SPD ,2S12  ,43:23.0,44:32.0,46:48.0,48:42.0,4,PHONE
15164945,TOWVEH,TOWED VEHICLE,SPD ,      ,47:46.0,NULL,NULL,NULL,9,PHONE
15164987,TRSPS ,CRIMINAL TRESPASS,SPD ,2S11  ,42:12.0,09:49.0,14:27.0,33:50.0,3,PHONE
15165106,ILGLCA,ILLEGAL CAMPING,SPD ,5C4   ,03:49.0,58:04.0,11:18.0,26:58.0,5,PHONE
15165161,PRKVIO,PARKING VIOLATION,SPD ,      ,06:09.0,NULL,NULL,NULL,8,PHONE
15165190,DSPUT ,DISPUTE,SPD ,2S12  ,30:13.0,32:36.0,38:09.0,05:45.0,3,W911 
15165197,CHKWLF,CHECK WELFARE,SPD ,      ,37:43.0,NULL,NULL,NULL,4,PHONE
15165215,ILGLMC,ILLEGAL MOTORCYCLE,SPD ,3S22  ,59:09.0,56:10.0,58:02.0,03:43.0,4,PHONE
15165218,FOLUP ,FOLLOW UP,SPD ,5C1   ,02:30.0,02:30.0,02:30.0,15:49.0,5,SELF 
15165242,FNDANI,FOUND ANIMAL,SPD ,5C1   ,28:06.0,31:14.0,36:52.0,47:06.0,5,PHONE
15165245,DSRISU,DISORIENTED SUBJECT,SPD ,3J81  ,33:16.0,45:56.0,00:00.0,39:45.0,7,PHONE
15165308,TRFSTP,DWS,SPD ,3S21  ,56:55.0,56:55.0,56:55.0,23:45.0,4,SELF 
15165335,ILGLCA,ILLEGAL CAMPING,SPD ,3S21  ,26:39.0,23:54.0,29:56.0,33:43.0,5,PHONE
15165338,DSPUT ,DISPUTE,SPD ,3S13  ,30:00.0,32:51.0,36:47.0,48:59.0,3,PHONE
15165352,DSRDSU,DISORDERLY SUBJECT,SPD ,3S13  ,49:28.0,49:28.0,49:28.0,54:40.0,3,SELF 
15088161,THEFT ,THEFT,SPD ,2S21  ,39:14.0,40:33.0,43:03.0,56:57.0,4,PHONE
15088198,FOLUP ,FOLLOW UP,SPD ,5C4   ,30:55.0,45:10.0,53:22.0,38:28.0,8,PHONE
15088202,PERSTP,PERSON STOP,SPD ,2S12  ,33:54.0,33:54.0,33:54.0,55:17.0,6,SELF 
15088225,REKDRI,RECKLESS DRIVING,SPD ,2S21  ,51:08.0,56:24.0,00:31.0,07:28.0,3,PHONE
15088229,PERSTP,PERSON STOP,SPD ,2S12  ,55:33.0,55:33.0,55:33.0,57:22.0,6,SELF 
15088271,CUSTIN,CUSTODIAL INTERFERENCE,SPD ,      ,40:38.0,NULL,NULL,NULL,4,PHONE
15088333,UNKNPR,UNKNOWN PROBLEM,SPD ,2S11  ,03:12.0,05:40.0,10:06.0,40:22.0,3,E911 
15088350,FOLUP ,FOLLOW UP,SPD ,2S22  ,12:29.0,12:29.0,12:29.0,15:00.0,5,SELF 
15088410,CHKWLF,CHECK WELFARE,SPD ,3J81  ,13:33.0,18:55.0,34:11.0,51:13.0,4,PHONE
15088412,CHKWLF,CHECK WELFARE,SPD ,3S12  ,16:05.0,44:46.0,50:36.0,07:24.0,4,PHONE
15088434,TRFSTP,FOLLOW UP,SPD ,4S43  ,38:19.0,38:20.0,38:20.0,00:38.0,6,SELF 
15088500,SPEDVE,SPEEDING VEHICLE,SPD ,3S22  ,31:41.0,35:26.0,37:31.0,42:25.0,4,PHONE
15088508,MISJUV,MISSING JUVENILE,SPD ,3S21  ,47:12.0,04:10.0,07:09.0,13:50.0,3,PHONE
15088515,BURG  ,BURGLARY,SPD ,      ,53:30.0,NULL,NULL,NULL,4,PHONE
15088536,DSPTFM,CHECK WELFARE,SPD ,3S12  ,23:38.0,28:55.0,34:41.0,53:12.0,4,PHONE
15088544,REKBUR,ASSIST FIRE DEPARTMENT,SPD ,3S23  ,37:49.0,40:53.0,44:37.0,49:32.0,4,PHONE
15088546,INTXSU,INTOXICATED SUBJECT,SPD ,3J81  ,38:26.0,40:32.0,49:35.0,33:46.0,3,PHONE
15088553,DSPUT ,DISPUTE,SPD ,3S23  ,45:05.0,52:05.0,NULL,55:55.0,3,PHONE
15088557,IPN   ,IN POSSESSION OF NARCOTICS,SPD ,3S12  ,50:50.0,18:42.0,18:43.0,18:43.0,4,PHONE
15088561,FOLUP ,FOLLOW UP,SPD ,3S21  ,56:19.0,56:19.0,56:19.0,46:34.0,5,SELF 
15088597,TRFSTP,TRAFFIC STOP,SPD ,3S23  ,41:33.0,41:33.0,41:33.0,41:47.0,6,SELF 
15088640,FOLUP ,FOLLOW UP,SPD ,3S11  ,58:17.0,58:17.0,58:17.0,34:00.0,5,SELF 
15088652,SHTFIR,SHOTS FIRED,SPD ,1S11  ,14:43.0,18:21.0,18:22.0,23:52.0,3,W911 
15088676,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,1S11  ,41:03.0,07:00.0,07:41.0,12:57.0,3,PHONE
15088686,DSPUT ,DISPUTE,SPD ,      ,45:20.0,NULL,NULL,NULL,3,W911 
15088734,TRFSTP,PERSON STOP,SPD ,1S13  ,40:23.0,40:24.0,40:24.0,46:03.0,6,SELF 
15088752,PERSTP,PERSON STOP,SPD ,1S11  ,07:26.0,07:26.0,07:26.0,20:51.0,6,SELF 
15088758,SUSPSU,SUSPICIOUS SUBJECT,SPD ,1S23  ,11:59.0,14:22.0,19:23.0,30:09.0,4,PHONE
15088807,ATLDRK,ATTEMPT TO LOCATE DRUNK DRIVER,SPD ,1S23  ,42:58.0,44:15.0,NULL,53:25.0,3,W911 
15088831,OD    ,OVERDOSE,SPD ,1S12  ,33:48.0,37:46.0,40:55.0,44:39.0,3,W911 
15088840,SUSPSU,SUSPICIOUS SUBJECT,SPD ,1S21  ,57:06.0,57:52.0,NULL,59:37.0,3,PHONE
15088861,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,1S21  ,33:16.0,34:31.0,36:39.0,58:05.0,3,PHONE
15088927,ALMAUD,AUDIBLE ALARM,SPD ,2S22  ,22:44.0,25:17.0,NULL,27:17.0,3,PHONE
15088978,SPEDVE,SPEEDING VEHICLE,SPD ,2S18  ,46:34.0,51:27.0,00:45.0,13:03.0,4,E911 
15088983,TRFSTP,DISABLED VEHICLE,SPD ,5C2   ,59:00.0,59:00.0,59:00.0,00:53.0,4,SELF 
15088994,HAZSAF,HAZARD SAFETY,SPD ,2S11  ,23:57.0,25:11.0,29:07.0,33:08.0,3,PHONE
15089014,INCALL,INCOMPLETE CALL,SPD ,2S12  ,52:00.0,09:42.0,21:08.0,21:55.0,3,E911 
15089026,UNKNPR,UNKNOWN PROBLEM,SPD ,2S12  ,11:47.0,22:05.0,23:23.0,27:12.0,3,W911 
15089149,TRFSTP,PERSON STOP,SPD ,2S18  ,31:11.0,31:11.0,31:11.0,33:20.0,6,SELF 
15089151,PERSTP,PERSON STOP,SPD ,2S18  ,34:34.0,34:34.0,34:34.0,36:51.0,6,SELF 
15089172,SUSPVE,SUSPICIOUS VEHICLE,SPD ,3S13  ,15:45.0,54:49.0,56:04.0,58:20.0,4,PHONE
15089176,DSPUT ,DISPUTE,SPD ,3J81  ,24:38.0,49:12.0,55:36.0,52:09.0,3,E911 
15089190,FOLUP ,FOLLOW UP,SPD ,3S21  ,44:20.0,44:21.0,44:21.0,20:13.0,5,SELF 
15089211,ANICMP,ANIMAL COMPLAINT,SPD ,5C6   ,06:48.0,29:31.0,NULL,43:42.0,8,PHONE
15089215,ABANVE,ABANDONED VEHICLE,SPD ,5C6   ,12:47.0,12:47.0,12:47.0,13:13.0,5,SELF 
15089216,ABANVE,ABANDONED VEHICLE,SPD ,5C6   ,14:30.0,14:30.0,14:30.0,18:31.0,5,SELF 
15089227,MENACE,MENACING,SPD ,3S22  ,21:31.0,23:27.0,27:31.0,40:18.0,3,PHONE
15089241,FOLUP ,FOLLOW UP,SPD ,3S22  ,45:24.0,45:25.0,45:25.0,54:58.0,5,SELF 
15089252,TRFHAZ,TRAFFIC HAZARD,SPD ,5C6   ,56:55.0,59:19.0,08:58.0,14:00.0,8,PHONE
15089253,FOLUP ,FOLLOW UP,SPD ,3S22  ,58:09.0,58:09.0,58:09.0,09:14.0,5,SELF 
15089290,ANICRU,ANIMAL CRUELTY,SPD ,5C6   ,41:10.0,14:10.0,20:16.0,20:29.0,4,PHONE
15089298,DSRDSU,MENTAL SUBJECT,SPD ,3S21  ,51:34.0,11:21.0,12:24.0,21:48.0,3,W911 
15089320,FOLUP ,FOLLOW UP,SPD ,3S12  ,16:15.0,16:15.0,16:15.0,45:45.0,5,SELF 
15089350,ATLDRK,ATTEMPT TO LOCATE DRUNK DRIVER,SPD ,3S23  ,48:19.0,51:18.0,51:54.0,54:15.0,3,PHONE
15089353,RQCOV ,REQUEST COVER,SPD ,3S11  ,49:54.0,59:58.0,05:55.0,26:15.0,4,PHONE
15089365,TRFHAZ,TRAFFIC HAZARD,SPD ,3S23  ,07:00.0,08:47.0,09:31.0,11:42.0,3,PHONE
15089374,LOUDNO,LOUD NOISE,SPD ,      ,19:37.0,NULL,NULL,NULL,4,PHONE
15089397,PERSTP,PERSON STOP,SPD ,3S10  ,01:09.0,01:09.0,01:09.0,17:00.0,6,SELF 
15089448,ATLDRK,ATTEMPT TO LOCATE DRUNK DRIVER,SPD ,3S23  ,13:28.0,19:14.0,22:39.0,31:59.0,3,PHONE
15089454,THEFT ,THEFT,SPD ,      ,24:55.0,NULL,NULL,NULL,3,PHONE
15089468,TRFSTP,ASSIST MOTORIST,SPD ,3S21  ,47:29.0,47:29.0,47:29.0,06:22.0,6,SELF 
15089499,ALMSIL,ALARM SILENT,SPD ,      ,41:04.0,NULL,NULL,NULL,3,PHONE
15089516,INDEXP,INDECENT EXPOSURE,SPD ,1S12  ,36:52.0,37:27.0,42:16.0,59:08.0,4,E911 
15089562,PERSTP,PERSON STOP,SPD ,1S12  ,48:15.0,48:15.0,48:15.0,57:02.0,6,SELF 
15089580,LOUDNO,LOUD NOISE,SPD ,1S12  ,20:59.0,43:36.0,44:02.0,02:45.0,5,PHONE
15089585,DSPUT ,DISPUTE,SPD ,1S21  ,44:14.0,44:53.0,47:10.0,00:21.0,3,W911 
15089587,CHKWLF,CHECK WELFARE,SPD ,1S12  ,00:55.0,16:54.0,17:31.0,26:24.0,4,PHONE
15089596,DSRDSU,DISORDERLY SUBJECT,SPD ,1S11  ,37:04.0,38:06.0,41:24.0,49:14.0,3,PHONE
15089659,CHKWLF,CHECK WELFARE,SPD ,2S11  ,02:05.0,05:31.0,06:51.0,13:25.0,3,PHONE
15089660,FOLUP ,FOLLOW UP,SPD ,2S21  ,03:19.0,03:19.0,03:19.0,09:30.0,5,SELF 
15089677,WARSER,WARRANT SERVICE,SPD ,SP659 ,25:41.0,25:42.0,25:42.0,25:53.0,4,SELF 
15089791,PERSTP,PERSON STOP,SPD ,2S21  ,15:44.0,15:44.0,15:44.0,18:04.0,6,SELF 
15089797,ALMPAN,INFORMATION - POLICE,SPD ,      ,27:49.0,NULL,NULL,NULL,5,PHONE
15089799,CHKWLF,CHECK WELFARE,SPD ,2S22  ,29:52.0,34:26.0,38:21.0,32:28.0,3,E911 
15089831,LOCRNY,LOCATION RUNAWAY,SPD ,2S12  ,10:25.0,44:01.0,48:42.0,09:22.0,4,PHONE
15089847,SUSPSU,SUSPICIOUS SUBJECT,SPD ,2S12  ,31:31.0,31:31.0,31:31.0,49:27.0,3,SELF 
15089852,HR    ,HIT AND RUN,SPD ,      ,35:54.0,NULL,NULL,NULL,5,PHONE
15089857,ASSTFD,ASSIST FIRE DEPARTMENT,SPD ,2S10  ,41:33.0,41:33.0,41:33.0,44:58.0,4,SELF 
15089878,HR    ,HIT AND RUN,SPD ,2S10  ,52:20.0,52:25.0,57:23.0,58:05.0,3,E911 
15089904,REPO  ,REPOSSESSED VEHICLE,SPD ,      ,25:11.0,NULL,NULL,NULL,9,PHONE
15089988,DSPUT ,DISPUTE,SPD ,3S22  ,35:21.0,37:23.0,46:06.0,49:22.0,3,PHONE
15090004,INCALL,INCOMPLETE CALL,SPD ,3S11  ,52:42.0,55:09.0,NULL,56:50.0,3,E911 
15090025,FOLUP ,FOLLOW UP,SPD ,3S22  ,22:15.0,22:15.0,22:15.0,54:53.0,5,SELF 
15090061,FOLUP ,FOLLOW UP,SPD ,      ,07:10.0,07:10.0,07:10.0,NULL,5,SELF 
15090070,GRAFIT,GRAFFITI,SPD ,3S21  ,15:09.0,29:49.0,32:35.0,43:32.0,3,PHONE
15090073,BURG  ,BURGLARY,SPD ,3S11  ,21:00.0,57:39.0,03:11.0,37:21.0,8,PHONE
15090113,THFTBK,THEFT OF BICYCLE,SPD ,3S11  ,05:44.0,47:49.0,47:52.0,50:01.0,5,W911 
15090124,CHKWLF,CHECK WELFARE,SPD ,3J81  ,15:38.0,20:28.0,28:44.0,39:26.0,4,PHONE
15090169,REQDRE,REQUEST DRE,SPD ,      ,58:10.0,NULL,NULL,NULL,6,PHONE
15090189,DSPUT ,DISPUTE,SPD ,3S12  ,17:23.0,28:39.0,31:50.0,41:41.0,3,PHONE
15090193,OD    ,OVERDOSE,SPD ,      ,19:29.0,NULL,NULL,NULL,3,W911 
15090215,DSPUT ,DISPUTE,SPD ,3S22  ,42:42.0,49:39.0,53:10.0,55:45.0,3,E911 
15090262,INFOPD,INFORMATION - POLICE,SPD ,3S11  ,38:21.0,46:04.0,51:00.0,51:01.0,5,PHONE
15090283,DSPUT ,DISPUTE,SPD ,3S21  ,03:27.0,06:04.0,09:16.0,17:45.0,3,PHONE
15090292,REKDRI,RECKLESS DRIVING,SPD ,3D1   ,13:19.0,15:21.0,19:04.0,20:14.0,3,W911 
15090308,CHKWLF,CHECK WELFARE,SPD ,1S21  ,41:24.0,31:15.0,38:40.0,51:23.0,4,PHONE
15090328,INTXSU,INTOXICATED SUBJECT,SPD ,1S11  ,06:29.0,35:22.0,35:23.0,35:40.0,7,PHONE
15090341,CHKWLF,CHECK WELFARE,SPD ,1S11  ,25:09.0,43:28.0,46:23.0,54:34.0,4,PHONE
15090344,ASLTIN,ASSAULT WITH INJURY,SPD ,3S23  ,29:21.0,30:48.0,35:12.0,11:58.0,3,W911 
15090390,DSRDSU,DISORDERLY SUBJECT,SPD ,1S21  ,07:54.0,28:21.0,29:42.0,35:42.0,3,W911 
15090392,SPEDMC,SPEEDING MOTORCYCLE,SPD ,1S11  ,11:23.0,14:44.0,18:43.0,23:27.0,4,PHONE
15090397,THFTBK,THEFT OF BICYCLE,SPD ,1S12  ,36:42.0,37:39.0,41:35.0,52:51.0,3,E911 
15090398,TRFHAZ,TRAFFIC HAZARD,SPD ,1S18  ,38:12.0,38:13.0,38:13.0,40:19.0,3,SELF 
15090433,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,1S11  ,31:21.0,33:27.0,36:15.0,07:11.0,3,PHONE
15109044,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,1S12  ,34:28.0,36:54.0,42:22.0,30:05.0,3,E911 
15109102,FNDPRO,FOUND PROPERTY,SPD ,5C2   ,49:22.0,14:02.0,22:06.0,39:20.0,8,PHONE
15109118,CHKWLF,CHECK WELFARE,SPD ,2S10  ,15:02.0,30:05.0,38:29.0,51:24.0,4,PHONE
15109169,TRFSTP,ABANDONED VEHICLE,SPD ,5C2   ,36:46.0,36:46.0,36:46.0,05:36.0,5,SELF 
15109200,THEFT ,THEFT,SPD ,2S12  ,32:20.0,45:26.0,58:55.0,39:46.0,4,PHONE
15109213,CHKWLF,CHECK WELFARE,SPD ,2S11  ,54:30.0,58:57.0,08:24.0,57:12.0,4,PHONE
15109317,LOUDNO,LOUD NOISE,SPD ,2S10  ,45:56.0,57:55.0,02:19.0,20:14.0,4,PHONE
15109320,DSRDJU,DISORDERLY JUVENILES,SPD ,SP357 ,48:16.0,49:36.0,52:42.0,22:09.0,3,PHONE
15109378,LOCSUB,WARRANT SERVICE,SPD ,2S11  ,53:35.0,53:35.0,53:35.0,32:58.0,4,SELF 
15109387,TRFSTP,TRAFFIC STOP,SPD ,CMD04 ,03:52.0,03:52.0,03:52.0,04:07.0,6,SELF 
15109392,THEFT ,THEFT,SPD ,2S21  ,09:24.0,12:21.0,20:09.0,38:19.0,4,PHONE
15109409,FORG  ,FORGERY,SPD ,3S11  ,22:33.0,54:36.0,58:32.0,13:15.0,4,PHONE
15109412,THEFT ,CRIMINAL TRESPASS,SPD ,2S12  ,25:00.0,31:17.0,46:03.0,57:22.0,3,PHONE
15109461,DSRDSU,DISORDERLY SUBJECT,SPD ,2S20  ,13:25.0,16:35.0,16:35.0,22:25.0,3,PHONE
15109482,TRSPS ,CRIMINAL TRESPASS,SPD ,3S23  ,38:15.0,57:09.0,10:40.0,16:18.0,4,PHONE
15109527,CITZCN,CITIZEN CONTACT,SPD ,3S12  ,29:56.0,29:56.0,29:56.0,33:49.0, ,SELF 
15109540,THEFT ,THEFT,SPD ,SP693 ,45:28.0,48:58.0,48:58.0,50:33.0,9,PHONE
15109592,CHKWLF,CHECK WELFARE,SPD ,3S11  ,42:05.0,01:16.0,22:21.0,11:49.0,4,PHONE
15109608,MISPER,MISSING PERSON,SPD ,SP689 ,56:47.0,NULL,NULL,56:47.0,4,RPTO 
15109634,DSRDJU,DISORDERLY JUVENILES,SPD ,3S10  ,21:36.0,30:23.0,NULL,59:05.0,5,PHONE
15109646,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,5C6   ,34:33.0,41:34.0,51:01.0,03:30.0,8,PHONE
15109656,HR    ,INTOXICATED SUBJECT,SPD ,3S23  ,49:58.0,02:06.0,08:19.0,16:10.0,4,PHONE
15109663,SEXAB ,SEX ABUSE,SPD ,3S22  ,00:48.0,37:33.0,NULL,23:54.0,4,PHONE
15109668,DSPUT ,DISPUTE,SPD ,3S12  ,11:56.0,13:01.0,14:34.0,33:49.0,3,W911 
